filename,onset_sec,offset_sec
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,36.17,36.48
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,37.44,37.63
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,39.06,39.31
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,40.01,40.1
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,42.21,42.35
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,45.46,45.77
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,56.86,57.09
audio_recording_2025-09-16T05_31_48.715683Z_ch_29_aug_v2_lowpass.wav,58.39,58.61
audio_recording_2025-09-16T06_18_48.203987Z_ch_23_aug_v2_lowpass.wav,13.2,13.32
audio_recording_2025-09-16T06_18_48.203987Z_ch_23_aug_v2_lowpass.wav,19.81,19.96
audio_recording_2025-09-16T06_18_48.203987Z_ch_23_aug_v2_lowpass.wav,57.38,57.66
audio_recording_2025-09-16T06_18_48.203987Z_ch_23_aug_v2_lowpass.wav,58.51,58.81
audio_recording_2025-09-16T06_18_48.203987Z_ch_25_aug_v2_lowpass.wav,19.82,19.9
audio_recording_2025-09-16T06_18_48.203987Z_ch_25_aug_v2_lowpass.wav,27.38,27.68
audio_recording_2025-09-16T06_18_48.203987Z_ch_25_aug_v2_lowpass.wav,57.39,57.65
audio_recording_2025-09-16T06_18_48.203987Z_ch_25_aug_v2_lowpass.wav,58.51,58.81
audio_recording_2025-09-16T06_18_48.203987Z_ch_31_aug_v2_lowpass.wav,19.79,19.9
audio_recording_2025-09-16T06_18_48.203987Z_ch_31_aug_v2_lowpass.wav,57.38,57.66
audio_recording_2025-09-16T06_18_48.203987Z_ch_31_aug_v2_lowpass.wav,58.53,58.8
audio_recording_2025-09-16T10_42_48.936602Z_ch_19_aug_v2_lowpass.wav,8.71,8.8
audio_recording_2025-09-16T10_54_49.456587Z_ch_22_aug_v2_lowpass.wav,29.59,29.71
audio_recording_2025-09-16T10_54_49.456587Z_ch_22_aug_v2_lowpass.wav,46.33,46.48
audio_recording_2025-09-16T13_26_47.925666Z_ch_08_aug_v2_lowpass.wav,33.74,33.94
audio_recording_2025-09-16T13_26_47.925666Z_ch_08_aug_v2_lowpass.wav,57.17,57.25
audio_recording_2025-09-16T13_29_48.035872Z_ch_00_aug_v2_lowpass.wav,59.22,59.54
audio_recording_2025-09-16T13_29_48.035872Z_ch_03_aug_v2_lowpass.wav,1.41,1.48
audio_recording_2025-09-16T13_29_48.035872Z_ch_03_aug_v2_lowpass.wav,14.81,14.88
audio_recording_2025-09-16T13_29_48.035872Z_ch_04_aug_v2_lowpass.wav,14.81,14.88
audio_recording_2025-09-16T13_29_48.035872Z_ch_05_aug_v2_lowpass.wav,1.4,1.48
audio_recording_2025-09-16T13_29_48.035872Z_ch_05_aug_v2_lowpass.wav,14.83,14.89
audio_recording_2025-09-16T13_29_48.035872Z_ch_06_aug_v2_lowpass.wav,14.82,14.88
audio_recording_2025-09-16T13_29_48.035872Z_ch_10_aug_v2_lowpass.wav,14.83,14.88
audio_recording_2025-09-16T13_29_48.035872Z_ch_15_aug_v2_lowpass.wav,14.82,14.89
audio_recording_2025-09-16T13_29_48.035872Z_ch_15_aug_v2_lowpass.wav,15.89,16.21
audio_recording_2025-09-16T13_29_48.035872Z_ch_15_aug_v2_lowpass.wav,19.07,19.12
audio_recording_2025-09-16T13_29_48.035872Z_ch_15_aug_v2_lowpass.wav,59.19,59.56
audio_recording_2025-09-16T14_13_47.920001Z_ch_21_aug_v2_lowpass.wav,53.28,53.42
audio_recording_2025-09-16T14_47_47.876006Z_ch_22_aug_v2_lowpass.wav,18.99,19.09
audio_recording_2025-09-16T14_47_47.876006Z_ch_22_aug_v2_lowpass.wav,19.68,19.82
audio_recording_2025-09-16T15_34_47.927955Z_ch_17_aug_v2_lowpass.wav,5.35,5.46
audio_recording_2025-09-16T15_34_47.927955Z_ch_17_aug_v2_lowpass.wav,50.73,50.81
audio_recording_2025-09-16T16_34_47.937812Z_ch_17_aug_v2_lowpass.wav,27.19,27.37
audio_recording_2025-09-16T19_35_47.882919Z_ch_15_aug_v2_lowpass.wav,1.85,1.94
audio_recording_2025-09-16T19_35_47.882919Z_ch_15_aug_v2_lowpass.wav,6.24,6.41
audio_recording_2025-09-16T19_35_47.882919Z_ch_19_aug_v2_lowpass.wav,6.3,6.36
audio_recording_2025-09-16T19_35_47.882919Z_ch_19_aug_v2_lowpass.wav,14.72,14.8
audio_recording_2025-09-16T19_35_47.882919Z_ch_23_aug_v2_lowpass.wav,6.3,6.38
audio_recording_2025-09-16T19_35_47.882919Z_ch_23_aug_v2_lowpass.wav,7.92,8.03
audio_recording_2025-09-16T19_35_47.882919Z_ch_23_aug_v2_lowpass.wav,13.83,14.0
audio_recording_2025-09-16T20_46_47.891986Z_ch_21_aug_v2_lowpass.wav,10.58,10.72
audio_recording_2025-09-16T20_46_47.891986Z_ch_22_aug_v2_lowpass.wav,10.58,10.72
audio_recording_2025-09-16T20_46_47.891986Z_ch_22_aug_v2_lowpass.wav,39.81,39.9
audio_recording_2025-09-16T20_46_47.891986Z_ch_23_aug_v2_lowpass.wav,10.58,10.72
audio_recording_2025-09-16T20_46_47.891986Z_ch_23_aug_v2_lowpass.wav,39.81,39.9
audio_recording_2025-09-16T20_46_47.891986Z_ch_25_aug_v2_lowpass.wav,10.6,10.73
audio_recording_2025-09-16T20_46_47.891986Z_ch_25_aug_v2_lowpass.wav,39.8,39.9
audio_recording_2025-09-16T20_46_47.891986Z_ch_28_aug_v2_lowpass.wav,10.6,10.72
audio_recording_2025-09-16T20_46_47.891986Z_ch_28_aug_v2_lowpass.wav,55.73,55.8
audio_recording_2025-09-16T20_46_47.891986Z_ch_29_aug_v2_lowpass.wav,10.6,10.72
audio_recording_2025-09-16T20_46_47.891986Z_ch_31_aug_v2_lowpass.wav,10.6,10.72
audio_recording_2025-09-17T01_44_47.878333Z_ch_09_aug_v2_lowpass.wav,32.69,32.8
audio_recording_2025-09-17T01_53_47.941888Z_ch_16_aug_v2_lowpass.wav,0.18,0.27
audio_recording_2025-09-17T01_53_47.941888Z_ch_17_aug_v2_lowpass.wav,14.12,14.31
audio_recording_2025-09-17T03_20_47.906825Z_ch_22_aug_v2_lowpass.wav,11.05,11.16
audio_recording_2025-09-17T07_20_47.920217Z_ch_21_aug_v2_lowpass.wav,33.48,33.62
audio_recording_2025-09-17T08_23_47.876323Z_ch_09_aug_v2_lowpass.wav,3.34,3.42
audio_recording_2025-09-17T08_23_47.876323Z_ch_09_aug_v2_lowpass.wav,17.12,17.31
audio_recording_2025-09-17T08_23_47.876323Z_ch_16_aug_v2_lowpass.wav,18.92,18.99
audio_recording_2025-09-17T08_23_47.876323Z_ch_17_aug_v2_lowpass.wav,18.92,18.99
audio_recording_2025-09-17T08_23_47.876323Z_ch_18_aug_v2_lowpass.wav,18.91,19.0
audio_recording_2025-09-17T08_23_47.876323Z_ch_22_aug_v2_lowpass.wav,18.91,19.0
audio_recording_2025-09-17T08_23_47.876323Z_ch_25_aug_v2_lowpass.wav,18.91,18.99
audio_recording_2025-09-17T08_23_47.876323Z_ch_25_aug_v2_lowpass.wav,39.23,39.29
audio_recording_2025-09-17T08_23_47.876323Z_ch_29_aug_v2_lowpass.wav,2.96,3.04
audio_recording_2025-09-17T08_23_47.876323Z_ch_29_aug_v2_lowpass.wav,18.92,18.99
audio_recording_2025-09-17T08_23_47.876323Z_ch_31_aug_v2_lowpass.wav,2.94,3.05
audio_recording_2025-09-17T08_23_47.876323Z_ch_31_aug_v2_lowpass.wav,18.92,18.99
audio_recording_2025-09-17T09_06_47.934589Z_ch_18_aug_v2_lowpass.wav,55.25,55.37
audio_recording_2025-09-17T11_20_47.884965Z_ch_15_aug_v2_lowpass.wav,47.62,47.7
audio_recording_2025-09-17T14_13_47.908562Z_ch_23_aug_v2_lowpass.wav,33.21,33.33
audio_recording_2025-09-17T14_13_47.908562Z_ch_23_aug_v2_lowpass.wav,50.99,51.1
audio_recording_2025-09-17T21_21_47.901021Z_ch_13_aug_v2_lowpass.wav,58.95,59.05
audio_recording_2025-09-17T21_21_47.901021Z_ch_13_aug_v2_lowpass.wav,24.47,24.53
audio_recording_2025-09-18T01_15_47.915687Z_ch_21_aug_v2_lowpass.wav,48.91,48.99
audio_recording_2025-09-18T01_15_47.915687Z_ch_21_aug_v2_lowpass.wav,52.55,52.63
audio_recording_2025-09-18T02_13_47.874396Z_ch_18_aug_v2_lowpass.wav,14.85,14.94
audio_recording_2025-09-18T06_33_48.029668Z_ch_15_aug_v2_lowpass.wav,15.69,15.83
audio_recording_2025-09-18T06_33_48.029668Z_ch_15_aug_v2_lowpass.wav,49.18,50.14
audio_recording_2025-09-18T07_17_47.906972Z_ch_14_aug_v2_lowpass.wav,37.44,37.57
audio_recording_2025-09-18T10_26_47.921112Z_ch_21_aug_v2_lowpass.wav,16.44,16.59
audio_recording_2025-09-18T11_34_47.905925Z_ch_14_aug_v2_lowpass.wav,1.49,1.59
audio_recording_2025-09-18T11_34_47.905925Z_ch_15_aug_v2_lowpass.wav,1.49,1.6
audio_recording_2025-09-18T11_34_47.905925Z_ch_16_aug_v2_lowpass.wav,1.72,1.83
audio_recording_2025-09-18T11_34_47.905925Z_ch_17_aug_v2_lowpass.wav,1.73,1.83
audio_recording_2025-09-18T11_34_47.905925Z_ch_18_aug_v2_lowpass.wav,1.73,1.83
audio_recording_2025-09-18T11_34_47.905925Z_ch_23_aug_v2_lowpass.wav,1.73,1.83
audio_recording_2025-09-18T13_33_47.924666Z_ch_18_aug_v2_lowpass.wav,1.95,2.05
audio_recording_2025-09-18T14_17_47.924832Z_ch_15_aug_v2_lowpass.wav,26.09,26.22
audio_recording_2025-09-18T14_17_47.924832Z_ch_15_aug_v2_lowpass.wav,55.82,55.91
audio_recording_2025-09-18T14_59_47.909226Z_ch_05_aug_v2_lowpass.wav,36.65,36.81
audio_recording_2025-09-18T14_59_47.909226Z_ch_05_aug_v2_lowpass.wav,46.49,46.67
audio_recording_2025-09-18T14_59_47.909226Z_ch_10_aug_v2_lowpass.wav,36.66,36.78
audio_recording_2025-09-18T14_59_47.909226Z_ch_10_aug_v2_lowpass.wav,46.49,46.65
audio_recording_2025-09-18T14_59_47.909226Z_ch_11_aug_v2_lowpass.wav,36.65,36.81
audio_recording_2025-09-18T14_59_47.909226Z_ch_11_aug_v2_lowpass.wav,46.49,46.68
audio_recording_2025-09-18T14_59_47.909226Z_ch_12_aug_v2_lowpass.wav,36.66,36.8
audio_recording_2025-09-18T14_59_47.909226Z_ch_13_aug_v2_lowpass.wav,36.66,36.8
audio_recording_2025-09-18T15_38_47.913436Z_ch_05_aug_v2_lowpass.wav,8.0,8.1
audio_recording_2025-09-18T17_21_47.925649Z_ch_06_aug_v2_lowpass.wav,2.92,2.98
audio_recording_2025-09-19T01_53_47.914928Z_ch_17_aug_v2_lowpass.wav,24.5,24.61
audio_recording_2025-09-19T01_53_47.914928Z_ch_17_aug_v2_lowpass.wav,33.39,33.65
audio_recording_2025-09-19T13_43_47.892474Z_ch_19_aug_v2_lowpass.wav,7.16,7.39
audio_recording_2025-09-19T15_29_47.887908Z_ch_13_aug_v2_lowpass.wav,31.86,32.0
audio_recording_2025-09-19T18_13_47.880376Z_ch_18_aug_v2_lowpass.wav,27.85,27.94
audio_recording_2025-09-19T18_13_47.880376Z_ch_18_aug_v2_lowpass.wav,52.19,52.48
audio_recording_2025-09-19T20_50_47.942110Z_ch_14_aug_v2_lowpass.wav,34.05,34.14
audio_recording_2025-09-19T20_50_47.942110Z_ch_14_aug_v2_lowpass.wav,46.92,47.0
audio_recording_2025-09-20T01_36_47.904357Z_ch_19_aug_v2_lowpass.wav,34.28,34.38
audio_recording_2025-09-20T01_49_47.926693Z_ch_22_aug_v2_lowpass.wav,38.85,38.94
audio_recording_2025-09-20T01_49_47.926693Z_ch_22_aug_v2_lowpass.wav,52.08,52.23
audio_recording_2025-09-20T01_52_47.890131Z_ch_17_aug_v2_lowpass.wav,14.35,14.45
audio_recording_2025-09-20T02_52_47.890485Z_ch_18_aug_v2_lowpass.wav,27.33,27.41
audio_recording_2025-09-20T02_52_47.890485Z_ch_18_aug_v2_lowpass.wav,59.33,59.43
audio_recording_2025-09-20T04_47_47.920811Z_ch_13_aug_v2_lowpass.wav,11.74,11.81
audio_recording_2025-09-20T04_47_47.920811Z_ch_13_aug_v2_lowpass.wav,57.76,57.89
audio_recording_2025-09-20T08_16_47.997595Z_ch_22_aug_v2_lowpass.wav,13.31,13.39
audio_recording_2025-09-20T09_08_47.899470Z_ch_04_aug_v2_lowpass.wav,18.08,18.27
audio_recording_2025-09-20T09_08_47.899470Z_ch_04_aug_v2_lowpass.wav,19.02,19.15
audio_recording_2025-09-20T09_08_47.899470Z_ch_04_aug_v2_lowpass.wav,36.35,36.53
audio_recording_2025-09-20T09_08_47.899470Z_ch_04_aug_v2_lowpass.wav,40.55,40.73
audio_recording_2025-09-20T09_08_47.899470Z_ch_04_aug_v2_lowpass.wav,50.69,50.78
audio_recording_2025-09-20T09_08_47.899470Z_ch_04_aug_v2_lowpass.wav,55.17,55.36
audio_recording_2025-09-20T09_08_47.899470Z_ch_05_aug_v2_lowpass.wav,18.08,18.27
audio_recording_2025-09-20T09_08_47.899470Z_ch_05_aug_v2_lowpass.wav,19.03,19.16
audio_recording_2025-09-20T09_08_47.899470Z_ch_05_aug_v2_lowpass.wav,36.36,36.56
audio_recording_2025-09-20T09_08_47.899470Z_ch_11_aug_v2_lowpass.wav,18.08,18.26
audio_recording_2025-09-20T09_08_47.899470Z_ch_11_aug_v2_lowpass.wav,19.04,19.16
audio_recording_2025-09-20T09_08_47.899470Z_ch_11_aug_v2_lowpass.wav,36.36,36.55
audio_recording_2025-09-20T09_08_47.899470Z_ch_11_aug_v2_lowpass.wav,55.17,55.35
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,18.94,19.08
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,21.49,21.66
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,23.71,23.81
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,27.78,27.94
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,28.49,28.71
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,29.58,29.79
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,30.7,30.84
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,31.42,31.63
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,32.99,33.16
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,34.58,34.75
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,35.59,35.82
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,38.24,38.42
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,40.29,40.49
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,42.54,42.75
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,43.25,43.51
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,44.73,44.97
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,46.24,46.47
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,49.49,49.68
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,50.71,50.97
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,52.32,52.49
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,53.73,53.96
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,55.83,56.0
audio_recording_2025-09-20T09_37_47.883293Z_ch_04_aug_v2_lowpass.wav,58.07,58.27
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,27.76,27.94
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,28.51,28.71
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,29.58,29.78
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,30.69,30.85
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,31.42,31.64
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,32.99,33.17
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,34.57,34.78
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,35.59,35.83
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,38.24,38.42
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,40.31,40.5
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,42.54,42.76
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,43.25,43.51
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,44.73,44.98
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,46.24,46.47
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,49.49,49.69
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,50.71,50.97
audio_recording_2025-09-20T09_37_47.883293Z_ch_11_aug_v2_lowpass.wav,58.06,58.28
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,7.8,8.0
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,12.22,12.43
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,14.68,14.89
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,18.37,18.57
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,20.66,20.87
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,26.46,26.68
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,33.35,33.56
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,37.63,37.84
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,39.32,39.56
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,45.57,45.87
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,47.58,47.82
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,49.52,49.79
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,52.83,53.11
audio_recording_2025-09-20T09_39_47.913491Z_ch_04_aug_v2_lowpass.wav,56.18,56.49
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,12.23,12.42
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,14.69,14.89
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,18.38,18.58
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,20.67,20.87
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,26.47,26.69
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,37.63,37.83
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,39.34,39.56
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,45.57,45.86
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,47.58,47.82
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,49.52,49.79
audio_recording_2025-09-20T09_39_47.913491Z_ch_11_aug_v2_lowpass.wav,52.84,53.1
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,30.19,30.44
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,37.96,38.18
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,46.69,46.9
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,52.33,52.55
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,53.49,53.66
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,55.12,55.3
audio_recording_2025-09-20T09_45_48.059936Z_ch_04_aug_v2_lowpass.wav,58.15,58.34
audio_recording_2025-09-20T09_47_47.906376Z_ch_04_aug_v2_lowpass.wav,3.26,3.47
audio_recording_2025-09-20T09_47_47.906376Z_ch_04_aug_v2_lowpass.wav,24.56,24.73
audio_recording_2025-09-20T09_47_47.906376Z_ch_04_aug_v2_lowpass.wav,37.05,37.29
audio_recording_2025-09-20T09_47_47.906376Z_ch_04_aug_v2_lowpass.wav,51.39,51.62
audio_recording_2025-09-20T09_47_47.906376Z_ch_11_aug_v2_lowpass.wav,3.27,3.46
audio_recording_2025-09-20T09_47_47.906376Z_ch_11_aug_v2_lowpass.wav,51.41,51.61
audio_recording_2025-09-20T14_41_47.918131Z_ch_06_aug_v2_lowpass.wav,55.08,55.19
audio_recording_2025-09-20T14_49_47.921268Z_ch_22_aug_v2_lowpass.wav,55.19,55.28
audio_recording_2025-09-20T18_08_47.903394Z_ch_14_aug_v2_lowpass.wav,31.16,31.25
audio_recording_2025-09-20T19_43_47.937123Z_ch_19_aug_v2_lowpass.wav,5.13,5.22
audio_recording_2025-09-20T21_07_47.879106Z_ch_15_aug_v2_lowpass.wav,43.44,43.6
audio_recording_2025-09-20T21_07_47.879106Z_ch_15_aug_v2_lowpass.wav,55.99,56.18
audio_recording_2025-09-20T22_03_47.914909Z_ch_21_aug_v2_lowpass.wav,53.57,53.66
audio_recording_2025-09-15T02_47_43.241717Z_ch_00_aug_v3_bandpass.wav,45.57,45.95
audio_recording_2025-09-15T02_47_43.241717Z_ch_08_aug_v3_bandpass.wav,45.51,45.93
audio_recording_2025-09-15T02_47_43.241717Z_ch_15_aug_v3_bandpass.wav,45.53,45.93
audio_recording_2025-09-15T02_47_43.241717Z_ch_16_aug_v3_bandpass.wav,46.38,46.83
audio_recording_2025-09-15T03_12_43.375950Z_ch_08_aug_v3_bandpass.wav,30.62,31.04
audio_recording_2025-09-15T03_12_43.375950Z_ch_08_aug_v3_bandpass.wav,32.34,32.58
audio_recording_2025-09-15T03_12_43.375950Z_ch_08_aug_v3_bandpass.wav,35.86,36.23
audio_recording_2025-09-15T03_12_43.375950Z_ch_08_aug_v3_bandpass.wav,39.02,39.44
audio_recording_2025-09-15T03_12_43.375950Z_ch_08_aug_v3_bandpass.wav,0.45,0.64
audio_recording_2025-09-15T03_12_43.375950Z_ch_08_aug_v3_bandpass.wav,21.57,22.06
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,10.56,10.78
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,13.75,13.93
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,18.1,18.3
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,27.59,27.83
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,29.89,30.14
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,32.51,32.79
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,35.15,35.44
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,39.76,40.0
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,42.2,42.43
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,43.87,44.12
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,49.35,49.67
audio_recording_2025-09-15T07_55_43.161954Z_ch_03_aug_v3_bandpass.wav,50.74,51.02
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,27.6,27.83
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,29.88,30.12
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,32.51,32.8
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,35.16,35.44
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,39.76,40.0
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,42.22,42.44
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,43.9,44.14
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,49.36,49.66
audio_recording_2025-09-15T07_55_43.161954Z_ch_04_aug_v3_bandpass.wav,50.76,50.98
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,27.59,27.82
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,32.53,32.81
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,35.16,35.45
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,39.75,40.02
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,42.19,42.43
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,43.03,43.21
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,43.86,44.14
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,49.35,49.66
audio_recording_2025-09-15T07_55_43.161954Z_ch_05_aug_v3_bandpass.wav,50.77,51.02
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,27.61,27.83
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,32.52,32.8
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,35.16,35.43
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,39.77,40.0
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,42.19,42.43
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,43.89,44.13
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,49.38,49.65
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,50.44,50.59
audio_recording_2025-09-15T07_55_43.161954Z_ch_11_aug_v3_bandpass.wav,50.76,50.98
audio_recording_2025-09-15T08_19_42.930824Z_ch_04_aug_v3_bandpass.wav,2.91,3.13
